Stock,Institution Name,Client Name,Exchange,Deal type,Action,Date,Avg Price,Quantity,Percentage Traded
Aavas Financiers Ltd.,HDFC Group,HDFC STANDARD LIFE INSURANCE CO LTD,BSE,Block,Purchase,8/20/2021,2452.5,"300,000",0.38%
Timken India Ltd.,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,Purchase,8/11/2021,1535.6,"595,000",0.79%
Timken India Ltd.,HDFC Group,HDFC MUTUAL FUND,NSE,Block,Purchase,8/11/2021,1535.6,"595,000",0.79%
"SBI Life Insurance Company Ltd.
 10-year high",HDFC Group,HDFC STANDARD LIFE INSURANCE CO LTD,BSE,Block,Purchase,8/5/2021,1130,"325,000",0.03%
Indo National Ltd.,HDFC Group,HDFC BANK LIMITED,NSE,Bulk,Sell,7/23/2021,1088.12,"20,000",0.27%
Indo National Ltd.,HDFC Group,HDFC BANK LIMITED,NSE,Bulk,Sell,7/22/2021,1036.08,"20,673",0.28%
Transport Corporation of India Ltd.,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,Purchase,7/20/2021,405.4,"975,312",1.26%
Transport Corporation of India Ltd.,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,Sell,7/20/2021,405.4,"975,312",1.26%
Transport Corporation of India Ltd.,HDFC Group,HDFC MUTUAL FUND A/C HDFC SMALL CAP FUND,NSE,Bulk,Purchase,7/19/2021,402.35,"1,000,000",1.29%
Transport Corporation of India Ltd.,HDFC Group,HDFC MUTUAL FUND A/C - HDFC BALANCED ADVANTAGE FUND,NSE,Bulk,Sell,7/19/2021,402.35,"1,000,000",1.29%
Indo National Ltd.,HDFC Group,HDFC BANK LIMITED,NSE,Bulk,Sell,7/15/2021,1138.16,"35,000",0.47%
Indo National Ltd.,HDFC Group,HDFC BANK LIMITED,NSE,Bulk,Sell,7/14/2021,1079.32,"54,107",0.72%
Indo National Ltd.,HDFC Group,HDFC BANK LIMITED,NSE,Bulk,Sell,6/30/2021,1019.47,"31,569",0.42%
Central Depository Services (India) Ltd.,HDFC Group,HDFC BANK LIMITED,NSE,Bulk,Sell,6/22/2021,936.39,"1,980,000",1.89%
Crompton Greaves Consumer Electricals Ltd.,HDFC Group,HDFC STANDARD LIFE INSURANCE CO LTD,BSE,Block,Purchase,6/9/2021,400.4,"1,480,000",0.23%
Mankind Pharma Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,NSE,Block,Purchase,2/8/2024,2107.35,"54,160",0.01%
Pricol Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,1/17/2024,343.5,"1,750,000",1.44%
Pricol Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,1/17/2024,343.5,"1,120,000",0.92%
Pricol Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,1/17/2024,343.5,"875,000",0.72%
Pricol Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,1/17/2024,343.5,"1,750,000",1.44%
Pricol Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,1/17/2024,343.5,"1,120,000",0.92%
Pricol Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,1/17/2024,343.5,"875,000",0.72%
Indiabulls Housing Finance Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND A/C EQUITY - ARBITRAGE FUND,NSE,Bulk,Sell,12/28/2023,218.74,"2,534,700",0.44%
Ami Organics Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,12/21/2023,1030,"500,000",1.36%
Nippon Life India Asset Management Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,12/20/2023,445.35,"4,701,405",0.75%
Nippon Life India Asset Management Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,12/20/2023,445.35,"4,701,405",0.75%
Nippon Life India Asset Management Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,12/20/2023,445.35,"1,123,595",0.18%
Nippon Life India Asset Management Ltd.,ICICI Group,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED,BSE,Block,Purchase,12/20/2023,445.35,"336,813",0.05%
Nippon Life India Asset Management Ltd.,ICICI Group,ICICI PRUDENTIAL LONG SHORT FUND SERIES I,BSE,Block,Purchase,12/20/2023,445.35,"225,000",0.04%
Embassy Office Parks REIT,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND A/C - ICICI PRUDENTIAL EQUITY INCOME FUND,BSE,Bulk,Purchase,12/20/2023,316,"5,466,517",0.58%
Apollo Tyres Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,12/19/2023,448.35,"3,000,000",0.47%
PVR INOX Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE (IPLCIL-U),NSE,Block,Purchase,12/15/2023,1753,"114,112",0.12%
PB Fintech Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BSE,Block,Purchase,12/15/2023,800.05,"370,000",0.08%
KFIN Technologies Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,12/15/2023,500,"1,377,842",0.81%
KFIN Technologies Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,NSE,Bulk,Purchase,12/15/2023,500,"900,000",0.53%
"Fusion Micro Finance Ltd.
 Insider Trades",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,12/14/2023,555.6,"500,000",0.49%
Axis Bank Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,NSE,Block,Purchase,12/13/2023,1119.7,"715,000",0.02%
"Zomato Ltd.
 52 week high",ICICI Group,ICICI PRUDENTIAL LIFE INSURANCECOMPANY LTD.,NSE,Block,Purchase,12/8/2023,120.5,"2,480,000",0.03%
360 One Wam Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND A/C - ICICI PRUDENTIAL VALUE DISCOVERY FUND,NSE,Bulk,Purchase,12/4/2023,600,"3,500,000",0.98%
"Computer Age Management Services Ltd.
 Insider Trades",ICICI Group,ICICI BANK LIMITED,BSE,Block,Purchase,12/4/2023,2766,"36,500",0.07%
"Zomato Ltd.
 52 week high",ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BSE,Block,Purchase,11/29/2023,112.7,"2,450,000",0.03%
"Zomato Ltd.
 52 week high",ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BSE,Block,Purchase,11/29/2023,112.7,"2,450,000",0.03%
Transteel Seating Technologies Ltd.,ICICI Group,ICICI BANK LIMITED,NSE,Bulk,Sell,11/6/2023,87.43,"114,000",0.56%
"Inox Wind Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,10/31/2023,209,"2,406,589",0.74%
Divgi Torqtransfer Systems Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,10/18/2023,1080,"223,703",0.73%
Divgi Torqtransfer Systems Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,10/18/2023,1080,"220,980",0.72%
Divgi Torqtransfer Systems Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,10/18/2023,1080,"178,963",0.59%
Restaurant Brands Asia Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,NSE,Bulk,Purchase,9/15/2023,119.1,"34,000,500",6.85%
Restaurant Brands Asia Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,NSE,Block,Purchase,9/15/2023,119.1,"34,000,500",6.85%
"Zomato Ltd.
 52 week high",ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD.,NSE,Block,Purchase,8/28/2023,90.1,"4,993,954",0.06%
"Star Health and Allied Insurance Company Ltd.
 Tax Demand",ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,BSE,Bulk,Purchase,8/28/2023,610.2,"3,900,000",0.67%
"Star Health and Allied Insurance Company Ltd.
 Tax Demand",ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,BSE,Block,Purchase,8/28/2023,610.2,"3,900,000",0.67%
"One97 Communications Ltd.
 RBI Decision 10-year low",ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BSE,Block,Purchase,8/25/2023,895.2,"500,000",0.08%
Coforge Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,NSE,Bulk,Purchase,8/24/2023,4703,"427,387",0.69%
SJS Enterprises Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,8/22/2023,599.93,"1,862,274",6%
CMS Info Systems Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,8/10/2023,356,"1,405,000",0.90%
"Minda Corporation Ltd.
 10-year high Insider Trades",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,8/8/2023,280,"4,200,000",1.76%
"Minda Corporation Ltd.
 10-year high Insider Trades",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,8/8/2023,280,"1,600,000",0.67%
"Inox Wind Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,8/8/2023,208,"5,048,076",1.55%
"Inox Wind Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,8/8/2023,208,"1,923,076",0.59%
"Inox Wind Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,8/8/2023,208,"865,384",0.27%
"Inox Wind Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND(INNOVATION FUND),BSE,Block,Purchase,8/8/2023,208,"817,308",0.25%
"Inox Wind Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,8/8/2023,208,"600,962",0.18%
"Inox Wind Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,8/8/2023,208,"480,769",0.15%
"Inox Wind Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,8/8/2023,208,"144,231",0.04%
"Inox Wind Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,8/8/2023,208,"120,192",0.04%
"Inox Wind Ltd.
 10-year high",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,8/8/2023,208,"96,154",0.03%
360 One Wam Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,8/8/2023,500,"1,700,000",0.47%
Bikaji Foods International Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BSE,Block,Purchase,8/8/2023,480,"354,166",0.14%
Campus Activewear Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,NSE,Bulk,Purchase,8/2/2023,295,"2,500,000",0.82%
"Orient Electric Ltd.
 High Gain High Volume",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,7/28/2023,222,"2,968,193",1.39%
TD Power Systems Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,6/30/2023,221,"3,150,000",2.02%
TD Power Systems Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,6/30/2023,221,"3,150,000",2.02%
"Advanced Enzyme Technologies Ltd.
 Insider Trades",ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,6/28/2023,270,"1,000,000",0.89%
"Sapphire Foods India Ltd.
 Insider Trades",ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,NSE,Block,Purchase,6/27/2023,1377.1,"300,000",0.47%
Landmark Cars Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD.,NSE,Bulk,Purchase,6/23/2023,658,"1,033,364",2.51%
Landmark Cars Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD.,NSE,Block,Purchase,6/23/2023,658,"1,033,364",2.51%
Sansera Engineering Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,6/22/2023,835,"592,726",1.11%
Sansera Engineering Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,6/22/2023,835,"483,275",0.90%
Sansera Engineering Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,NSE,Bulk,Purchase,6/22/2023,835,"359,282",0.67%
Sansera Engineering Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,6/22/2023,835,"344,100",0.64%
Sansera Engineering Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Bulk,Purchase,6/22/2023,835,"295,808",0.55%
Sansera Engineering Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,"592,726",1.11%
Sansera Engineering Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,"483,275",0.90%
Sansera Engineering Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,NSE,Block,Purchase,6/22/2023,835,"359,282",0.67%
Sansera Engineering Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,"344,100",0.64%
Sansera Engineering Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,"295,808",0.55%
Sansera Engineering Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,"158,207",0.30%
Sansera Engineering Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,"138,431",0.26%
Sansera Engineering Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,6/22/2023,835,"111,379",0.21%
Shriram Finance Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,NSE,Block,Purchase,6/21/2023,1545,"64,725",0.02%
Thyrocare Technologies Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,6/20/2023,488,"1,184,131",2.24%
Thyrocare Technologies Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,6/20/2023,488,"764,947",1.44%
Thyrocare Technologies Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,6/20/2023,488,"303,966",0.57%
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BSE,Block,Purchase,6/20/2023,1873,"316,667",0.15%
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BSE,Block,Purchase,6/20/2023,1873,"158,333",0.07%
Shriram Finance Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,BSE,Block,Purchase,6/19/2023,1401,"535,000",0.14%
Axis Bank Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,6/15/2023,968,"400,000",0.01%
Axis Bank Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,NSE,Block,Purchase,6/15/2023,968,"100,000",0.00%
Central Depository Services (India) Ltd.,ICICI Group,ICICI PRUDENTIAL TECHNOLOGY FUND,NSE,Bulk,Purchase,6/14/2023,985,"528,148",0.51%
Go Fashion (India) Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,NSE,Bulk,Purchase,6/12/2023,1135,"704,846",1.31%
HDFC Life Insurance Company Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,5/31/2023,579.6,"1,830,714",0.09%
HDFC Life Insurance Company Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,5/31/2023,579.6,"450,000",0.02%
HDFC Life Insurance Company Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,5/31/2023,579.6,"183,929",0.01%
HDFC Life Insurance Company Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,5/31/2023,579.6,"110,357",0.01%
Kalpataru Projects International Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL EQUITY & DEBT FUND,BSE,Bulk,Purchase,5/30/2023,485,"1,495,000",0.92%
CMS Info Systems Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,4/25/2023,280,"781,154",0.50%
Sagar Cements Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,4/11/2023,183.1,"6,039,698",4.62%
Sagar Cements Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,4/11/2023,183.1,"6,039,698",4.62%
Quess Corp Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,NSE,Bulk,Sell,3/29/2023,385,"1,349,257",0.91%
PVR INOX Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,Purchase,3/20/2023,1559.35,"641,300",0.65%
PVR INOX Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,3/20/2023,1559.35,"641,300",0.65%
Sona BLW Precision Forgings Ltd.,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BSE,Bulk,Purchase,3/13/2023,410,"4,024,390",0.69%
Syngene International Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,2/1/2023,560,"1,370,000",0.34%
Syngene International Ltd.,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,Purchase,2/1/2023,560,"714,286",0.18%
PVR INOX Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Block,Purchase,20 Mar 2023,1559.35,"1,469,650",1.50%
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,20 Mar 2023,1600,"4,733,788",2.22%
Manappuram Finance Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,03 Mar 2023,106.59,"4,800,000",0.57%
CSB Bank Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Bulk,Purchase,21 Oct 2022,233,"3,101,737",1.79%
Triveni Turbine Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,21 Sep 2022,226.7,"7,545,788",2.37%
Triveni Turbine Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Block,Purchase,21 Sep 2022,226.7,"7,545,788",2.37%
Triveni Turbine Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Block,Purchase,21 Sep 2022,226.7,"1,100,000",0.35%
Triveni Turbine Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Block,Purchase,21 Sep 2022,226.7,"397,000",0.12%
Hatsun Agro Products Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Block,Purchase,06 Sep 2022,987.8,"1,520,000",0.68%
Sona BLW Precision Forgings Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Bulk,Purchase,18 Aug 2022,505,"5,000,000",0.85%
Sona BLW Precision Forgings Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Bulk,Purchase,18 Aug 2022,505,"3,700,000",0.63%
Endurance Technologies Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,26 Apr 2022,1162,"1,260,749",0.90%
Endurance Technologies Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Bulk,Purchase,26 Apr 2022,1162,"1,113,000",0.79%
"Mrs. Bectors Food Specialities Ltd.
 Dividend Insider Trades",SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,13 Apr 2022,303,"3,300,330",5.61%
Max Healthcare Institute Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,31 Mar 2022,340,"6,346,506",0.65%
Ahluwalia Contracts (India) Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,10 Mar 2022,383.25,"1,701,209",2.54%
Ahluwalia Contracts (India) Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Sell,10 Mar 2022,383.25,"1,706,606",2.55%
"Vivimed Labs Ltd.
 10-year low",SBI Group,SBICAP TRUSTEE COMPANY LIMITED,NSE,Bulk,Sell,25 Jan 2022,20.14,"429,108",0.52%
"Vivimed Labs Ltd.
 10-year low",SBI Group,SBICAP TRUSTEE COMPANY LIMITED,NSE,Bulk,Sell,21 Jan 2022,20.93,"600,000",0.72%
"Vivimed Labs Ltd.
 10-year low",SBI Group,SBICAP TRUSTEE COMPANY LIMITED,NSE,Bulk,Sell,20 Jan 2022,21.83,"600,000",0.72%
Go Fashion (India) Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,09 Dec 2021,1172,"1,500,000",2.78%
Go Fashion (India) Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Block,Purchase,09 Dec 2021,1172,"1,500,000",2.78%
Disa India Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Bulk,Purchase,28 Oct 2021,5000,"69,981",4.81%
Disa India Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Bulk,Purchase,28 Oct 2021,5000,"27,801",1.91%
Disa India Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Bulk,Purchase,28 Oct 2021,5000,"19,173",1.32%
Disa India Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Bulk,Sell,28 Oct 2021,5000,"70,000",4.81%
Gateway Distriparks Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Bulk,Purchase,27 Oct 2021,262.5,"4,300,000",3.44%
Max Healthcare Institute Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,29 Sep 2021,350,"42,857,000",4.41%
"Blue Star Ltd.
 10-year high",SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,23 Sep 2021,850.25,"2,381,075",1.24%
"Blue Star Ltd.
 10-year high",SBI Group,SBI MUTUAL FUND,NSE,Bulk,Sell,23 Sep 2021,850.25,"2,381,075",1.24%
"SBI Life Insurance Company Ltd.
 10-year high",SBI Group,SBI MUTUAL FUND,BSE,Block,Purchase,05 Aug 2021,1130,"867,000",0.09%
"SBI Life Insurance Company Ltd.
 10-year high",SBI Group,SBI MUTUAL FUND,BSE,Block,Purchase,05 Aug 2021,1130,"866,500",0.09%
"SBI Life Insurance Company Ltd.
 10-year high",SBI Group,SBI MUTUAL FUND,BSE,Block,Purchase,05 Aug 2021,1130,"866,500",0.09%
Wendt (India) Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Bulk,Purchase,29 Jun 2021,3850,"69,932",3.50%
Tanla Platforms Ltd.,SBI Group,SBI LIFE INSURANCE COMPANY LTD,NSE,Block,Purchase,28 Jun 2021,836.8,"500,000",0.37%
KNR Constructions Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,18 Jun 2021,223,"4,763,679",1.69%
V-Guard Industries Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,14 Jun 2021,265,"5,000,000",1.15%
V-Guard Industries Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Block,Purchase,14 Jun 2021,265,"5,000,000",1.15%
Bharat Forge Ltd.,SBI Group,SBI LIFE INSURANCE COMPANY LTD,NSE,Block,Purchase,11 Jun 2021,750.8,"1,997,860",0.43%
"NHPC Ltd.
 Dividend",SBI Group,SBI MUTUAL FUND,BSE,Block,Purchase,11 Jun 2021,27.05,"30,000,000",0.30%
Crompton Greaves Consumer Electricals Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Bulk,Purchase,09 Jun 2021,400.4,"12,480,000",1.95%
Crompton Greaves Consumer Electricals Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Block,Purchase,09 Jun 2021,400.4,"12,480,000",1.95%
Crompton Greaves Consumer Electricals Ltd.,SBI Group,SBI LIFE INSURANCE COMPANY LTD,BSE,Block,Purchase,09 Jun 2021,400.4,"1,870,000",0.29%
"TVS Motor Company Ltd.
 10-year high",SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,07 Jun 2021,617.25,"4,050,222",0.85%
"TVS Motor Company Ltd.
 10-year high",SBI Group,SBI MUTUAL FUND,NSE,Block,Purchase,07 Jun 2021,617.25,"4,050,222",0.85%
"Paisalo Digital Ltd.
 10-year high",SBI Group,STATE BANK OF INDIA,NSE,Bulk,Purchase,28 May 2021,570,"437,498",0.10%
Kalpataru Projects International Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Bulk,Purchase,26 May 2021,425,"2,827,724",1.74%
"SBI Life Insurance Company Ltd.
 10-year high",SBI Group,SBI MUTUAL FUND,BSE,Block,Purchase,07 May 2021,960,"500,000",0.05%
"Paisalo Digital Ltd.
 10-year high",SBI Group,STATE BANK OF INDIA,NSE,Bulk,Purchase,26 Apr 2021,615,"399,212",0.09%
Fine Organic Industries Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Sell,26 Apr 2021,2545.11,"237,000",0.77%
Fine Organic Industries Ltd.,SBI Group,SBI MUTUAL FUND,BSE,Bulk,Sell,26 Apr 2021,2545,"233,000",0.76%
Esab India Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,26 Feb 2021,1865,"300,000",1.95%
Esab India Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,24 Feb 2021,1865,"250,000",1.62%
Esab India Ltd.,SBI Group,SBI MUTUAL FUND A/C SBI SMALL CAP FUND,NSE,Bulk,Purchase,19 Feb 2021,1865,"341,733",2.22%
"Kirloskar Oil Engines Ltd.
 10-year high",SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,20 Jan 2021,125,"3,006,957",2.07%
"Kirloskar Oil Engines Ltd.
 10-year high",SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,20 Jan 2021,125,"2,216,137",1.53%
Ahluwalia Contracts (India) Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,14 Jan 2021,265,"2,600,000",3.88%
Prism Johnson Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Purchase,05 Jan 2021,88,"9,290,000",1.85%
Prism Johnson Ltd.,SBI Group,SBI MUTUAL FUND,NSE,Bulk,Sell,05 Jan 2021,88,"9,290,000",1.85%
