Date,Stock,Action,Institution Name,Client Name,Exchange,Deal type,Avg Price,Quantity,Percentage Traded,shortname,30Days,90Days,1Year,30_days_growth,90_days_growth,1_year_growth,context
27-12-2016,ICRA Ltd.,Purchase,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,NSE,Bulk,3875,157700,0.0163,ICRA.NS,26-01-2017,27-03-2017,27-12-2017,4.17,2.58,-1.83,"Franklin India Group purchased 157700 shares of ICRA Ltd. in their FRANKLIN TEMPLETON INVESTMENT FUNDS fund on NSE for the price of 3875.0 . This was a Bulk deal and after this purchase, the stock showed 4.17% growth in 1 month, 2.58% growth in 3 months and -1.83% growth in 1 year."
06-01-2017,Geometric Limited,Purchase,Reliance Group,RELIANCE MUTUAL FUND A/C. RELIANCE ARBITRAGE ADVANTAGE FUND,NSE,Bulk,250.91,355180,0,-,05-02-2017,06-04-2017,06-01-2018,,,,"Reliance Group purchased 355180 shares of Geometric Limited in their RELIANCE MUTUAL FUND A/C. RELIANCE ARBITRAGE ADVANTAGE FUND fund on NSE for the price of 250.91 . This was a Bulk deal and after this purchase, the stock showed nan% growth in 1 month, nan% growth in 3 months and nan% growth in 1 year."
09-01-2017,TTK Prestige Ltd.,Purchase,Axis Group,AXIS LONG TERM EQUITY FUND,BSE,Bulk,5700,535036,0.0039,TTKPRESTIG.NS,08-02-2017,09-04-2017,09-01-2018,-0.01,10.6,40.1,"Axis Group purchased 535036 shares of TTK Prestige Ltd. in their AXIS LONG TERM EQUITY FUND fund on BSE for the price of 5700.0 . This was a Bulk deal and after this purchase, the stock showed -0.01% growth in 1 month, 10.6% growth in 3 months and 40.1% growth in 1 year."
10-01-2017,PI Industries Ltd.,Purchase,Axis Group,AXIS MUTUAL FUND,NSE,Bulk,820,4099141,0.027,PIIND.NS,09-02-2017,10-04-2017,10-01-2018,9.59,2.14,24.25,"Axis Group purchased 4099141 shares of PI Industries Ltd. in their AXIS MUTUAL FUND fund on NSE for the price of 820.0 . This was a Bulk deal and after this purchase, the stock showed 9.59% growth in 1 month, 2.14% growth in 3 months and 24.25% growth in 1 year."
11-01-2017,GRUH Finance Ltd.,Purchase,Axis Group,AXIS MUTUAL FUND,NSE,Bulk,340.1,7751861,0.0106,-,10-02-2017,11-04-2017,11-01-2018,,,,"Axis Group purchased 7751861 shares of GRUH Finance Ltd. in their AXIS MUTUAL FUND fund on NSE for the price of 340.1 . This was a Bulk deal and after this purchase, the stock showed nan% growth in 1 month, nan% growth in 3 months and nan% growth in 1 year."
13-01-2017,Multi Commodity Exchange of India Ltd.,Purchase,Axis Group,AXIS LONG TERM EQUITY FUND,BSE,Bulk,1190,1767336,0.0347,MCX.NS,12-02-2017,13-04-2017,13-01-2018,-9.27,3.28,-21.61,"Axis Group purchased 1767336 shares of Multi Commodity Exchange of India Ltd. in their AXIS LONG TERM EQUITY FUND fund on BSE for the price of 1190.0 . This was a Bulk deal and after this purchase, the stock showed -9.27% growth in 1 month, 3.28% growth in 3 months and -21.61% growth in 1 year."
18-01-2017,Quess Corp Ltd.,Purchase,Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,675,1519956,0.0102,QUESS.NS,17-02-2017,18-04-2017,18-01-2018,-4.01,12.44,56.08,"Axis Group purchased 1519956 shares of Quess Corp Ltd. in their AXIS MF LONG TERM EQUITY FUND fund on NSE for the price of 675.0 . This was a Bulk deal and after this purchase, the stock showed -4.01% growth in 1 month, 12.44% growth in 3 months and 56.08% growth in 1 year."
18-01-2017,Symphony Ltd.,Purchase,Axis Group,AXIS LONG TERM EQUITY FUND,BSE,Bulk,1183,1926196,0.0279,SYMPHONY.NS,17-02-2017,18-04-2017,18-01-2018,7.66,24.76,67.2,"Axis Group purchased 1926196 shares of Symphony Ltd. in their AXIS LONG TERM EQUITY FUND fund on BSE for the price of 1183.0 . This was a Bulk deal and after this purchase, the stock showed 7.66% growth in 1 month, 24.76% growth in 3 months and 67.2% growth in 1 year."
18-01-2017,TTK Healthcare Ltd.,Purchase,Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,885,324803,0.023,TTKHLTCARE.NS,17-02-2017,18-04-2017,18-01-2018,-2.7,-10.94,-5.5,"Axis Group purchased 324803 shares of TTK Healthcare Ltd. in their AXIS MF LONG TERM EQUITY FUND fund on NSE for the price of 885.0 . This was a Bulk deal and after this purchase, the stock showed -2.7% growth in 1 month, -10.94% growth in 3 months and -5.5% growth in 1 year."
18-01-2017,ZF Commercial Vehicle Control Systems India Ltd.,Purchase,Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,5165.71,337562,0.0178,ZFCVINDIA.NS,17-02-2017,18-04-2017,18-01-2018,8.18,17.13,42.04,"Axis Group purchased 337562 shares of ZF Commercial Vehicle Control Systems India Ltd. in their AXIS MF LONG TERM EQUITY FUND fund on NSE for the price of 5165.71 . This was a Bulk deal and after this purchase, the stock showed 8.18% growth in 1 month, 17.13% growth in 3 months and 42.04% growth in 1 year."
19-01-2017,Torrent Power Ltd.,Purchase,Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,197.65,11171684,0.0232,TORNTPOWER.NS,18-02-2017,19-04-2017,19-01-2018,4.45,8.37,48.14,"Axis Group purchased 11171684 shares of Torrent Power Ltd. in their AXIS MF LONG TERM EQUITY FUND fund on NSE for the price of 197.65 . This was a Bulk deal and after this purchase, the stock showed 4.45% growth in 1 month, 8.37% growth in 3 months and 48.14% growth in 1 year."
20-01-2017,PI Industries Ltd.,Purchase,Axis Group,AXIS MF LONG TERM EQUITY FUND,NSE,Bulk,843,4099141,0.027,PIIND.NS,19-02-2017,20-04-2017,20-01-2018,3.56,0.11,18.8,"Axis Group purchased 4099141 shares of PI Industries Ltd. in their AXIS MF LONG TERM EQUITY FUND fund on NSE for the price of 843.0 . This was a Bulk deal and after this purchase, the stock showed 3.56% growth in 1 month, 0.11% growth in 3 months and 18.8% growth in 1 year."
23-01-2017,Bajaj Finance Ltd.,Purchase,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,929.25,3925000,0.0064,BAJFINANCE.NS,22-02-2017,23-04-2017,23-01-2018,17.88,34.13,83.55,"Axis Group purchased 3925000 shares of Bajaj Finance Ltd. in their AXIS MUTUAL FUND fund on BSE for the price of 929.25 . This was a Bulk deal and after this purchase, the stock showed 17.88% growth in 1 month, 34.13% growth in 3 months and 83.55% growth in 1 year."
23-01-2017,GRUH Finance Ltd.,Purchase,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,330.85,6500000,0.0089,-,22-02-2017,23-04-2017,23-01-2018,,,,"Axis Group purchased 6500000 shares of GRUH Finance Ltd. in their AXIS MUTUAL FUND fund on BSE for the price of 330.85 . This was a Bulk deal and after this purchase, the stock showed nan% growth in 1 month, nan% growth in 3 months and nan% growth in 1 year."
24-01-2017,Pidilite Industries Ltd.,Purchase,Axis Group,AXIS MUTUAL FUND,BSE,Bulk,635,6194655,0.0122,PIDILITIND.NS,23-02-2017,24-04-2017,24-01-2018,5.99,8.77,35.02,"Axis Group purchased 6194655 shares of Pidilite Industries Ltd. in their AXIS MUTUAL FUND fund on BSE for the price of 635.0 . This was a Bulk deal and after this purchase, the stock showed 5.99% growth in 1 month, 8.77% growth in 3 months and 35.02% growth in 1 year."
25-01-2017,JK Cement Ltd.,Purchase,Reliance Group,RELIANCE MUTUAL FUND - RELIANCE SMALL CAP FUND,BSE,Bulk,705.45,586000,0.0076,JKCEMENT.NS,24-02-2017,25-04-2017,25-01-2018,22.63,34.33,60.18,"Reliance Group purchased 586000 shares of JK Cement Ltd. in their RELIANCE MUTUAL FUND - RELIANCE SMALL CAP FUND fund on BSE for the price of 705.45 . This was a Bulk deal and after this purchase, the stock showed 22.63% growth in 1 month, 34.33% growth in 3 months and 60.18% growth in 1 year."
02-02-2017,Narayana Hrudayalaya Ltd.,Purchase,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUNDS,BSE,Bulk,325,1840000,0.009,NH.NS,04-03-2017,03-05-2017,02-02-2018,-3.17,-4.96,-12.45,"Franklin India Group purchased 1840000 shares of Narayana Hrudayalaya Ltd. in their FRANKLIN TEMPLETON INVESTMENT FUNDS fund on BSE for the price of 325.0 . This was a Bulk deal and after this purchase, the stock showed -3.17% growth in 1 month, -4.96% growth in 3 months and -12.45% growth in 1 year."
07-02-2017,Prabhat Dairy Ltd.,Purchase,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,132.04,56000,0.0006,-,09-03-2017,08-05-2017,07-02-2018,,,,"Reliance Group purchased 56000 shares of Prabhat Dairy Ltd. in their RELIANCE CAPITAL LTD fund on NSE for the price of 132.04 . This was a Bulk deal and after this purchase, the stock showed nan% growth in 1 month, nan% growth in 3 months and nan% growth in 1 year."
15-02-2017,Healthcare Global Enterprises Ltd.,Purchase,Franklin India Group,FRANKLIN TEMPLETON MF,NSE,Bulk,244,1800000,0.0129,HCG.NS,17-03-2017,16-05-2017,15-02-2018,1.5,9.21,34.48,"Franklin India Group purchased 1800000 shares of Healthcare Global Enterprises Ltd. in their FRANKLIN TEMPLETON MF fund on NSE for the price of 244.0 . This was a Bulk deal and after this purchase, the stock showed 1.5% growth in 1 month, 9.21% growth in 3 months and 34.48% growth in 1 year."
17-02-2017,Karur Vysya Bank Ltd.,Purchase,Reliance Group,"RELIANCE GROWTH FUND, RELIANCE SMALL CAP FUND",BSE,Bulk,91.5,11300000,0.0141,KARURVYSYA.NS,19-03-2017,18-05-2017,17-02-2018,9.76,26.09,28.51,"Reliance Group purchased 11300000 shares of Karur Vysya Bank Ltd. in their RELIANCE GROWTH FUND, RELIANCE SMALL CAP FUND fund on BSE for the price of 91.5 . This was a Bulk deal and after this purchase, the stock showed 9.76% growth in 1 month, 26.09% growth in 3 months and 28.51% growth in 1 year."
03-03-2017,Geometric Limited,Purchase,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,259.35,752500,0,-,02-04-2017,01-06-2017,03-03-2018,,,,"Reliance Group purchased 752500 shares of Geometric Limited in their RELIANCE MUTUAL FUND fund on BSE for the price of 259.35 . This was a Bulk deal and after this purchase, the stock showed nan% growth in 1 month, nan% growth in 3 months and nan% growth in 1 year."
08-03-2017,Geometric Limited,Purchase,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,261.5,650160,0,-,07-04-2017,06-06-2017,08-03-2018,,,,"Reliance Group purchased 650160 shares of Geometric Limited in their RELIANCE MUTUAL FUND fund on BSE for the price of 261.5 . This was a Bulk deal and after this purchase, the stock showed nan% growth in 1 month, nan% growth in 3 months and nan% growth in 1 year."
16-03-2017,Capital First Ltd.,Purchase,Reliance Group,RELIANCE MUTUAL FUND,BSE,Block,688.55,150000,0.0015,-,15-04-2017,14-06-2017,16-03-2018,,,,"Reliance Group purchased 150000 shares of Capital First Ltd. in their RELIANCE MUTUAL FUND fund on BSE for the price of 688.55 . This was a Block deal and after this purchase, the stock showed nan% growth in 1 month, nan% growth in 3 months and nan% growth in 1 year."
17-03-2017,Apar Industries Ltd.,Purchase,Reliance Group,RELIANCE MUTUAL FUND - RELIANCE SMALL CAP FUND,NSE,Bulk,705,600000,0.0149,APARINDS.NS,16-04-2017,15-06-2017,17-03-2018,11.6,16.37,4.25,"Reliance Group purchased 600000 shares of Apar Industries Ltd. in their RELIANCE MUTUAL FUND - RELIANCE SMALL CAP FUND fund on NSE for the price of 705.0 . This was a Bulk deal and after this purchase, the stock showed 11.6% growth in 1 month, 16.37% growth in 3 months and 4.25% growth in 1 year."
20-03-2017,Reliance Power Ltd.,Purchase,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Block,47.7,120000000,0.0314,RPOWER.NS,19-04-2017,18-06-2017,20-03-2018,-2.49,-16.72,-20.15,"Reliance Group purchased 120000000 shares of Reliance Power Ltd. in their RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED fund on BSE for the price of 47.7 . This was a Block deal and after this purchase, the stock showed -2.49% growth in 1 month, -16.72% growth in 3 months and -20.15% growth in 1 year."
21-03-2017,Reliance Power Ltd.,Purchase,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Bulk,48.1,120000000,0.0314,RPOWER.NS,20-04-2017,19-06-2017,21-03-2018,-1.98,-16.37,-18.67,"Reliance Group purchased 120000000 shares of Reliance Power Ltd. in their RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED fund on BSE for the price of 48.1 . This was a Bulk deal and after this purchase, the stock showed -1.98% growth in 1 month, -16.37% growth in 3 months and -18.67% growth in 1 year."
22-03-2017,Reliance Power Ltd.,Purchase,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Bulk,47.25,120000000,0.0314,RPOWER.NS,21-04-2017,20-06-2017,22-03-2018,0.11,-15.13,-16.51,"Reliance Group purchased 120000000 shares of Reliance Power Ltd. in their RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED fund on BSE for the price of 47.25 . This was a Bulk deal and after this purchase, the stock showed 0.11% growth in 1 month, -15.13% growth in 3 months and -16.51% growth in 1 year."
23-03-2017,Reliance Power Ltd.,Purchase,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Bulk,47.25,120000000,0.0314,RPOWER.NS,22-04-2017,21-06-2017,23-03-2018,-1.46,-16.37,-20.33,"Reliance Group purchased 120000000 shares of Reliance Power Ltd. in their RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED fund on BSE for the price of 47.25 . This was a Bulk deal and after this purchase, the stock showed -1.46% growth in 1 month, -16.37% growth in 3 months and -20.33% growth in 1 year."
24-03-2017,Reliance Power Ltd.,Purchase,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Bulk,47.9,120000000,0.0314,RPOWER.NS,23-04-2017,22-06-2017,24-03-2018,-1.87,-15.47,-23.36,"Reliance Group purchased 120000000 shares of Reliance Power Ltd. in their RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED fund on BSE for the price of 47.9 . This was a Bulk deal and after this purchase, the stock showed -1.87% growth in 1 month, -15.47% growth in 3 months and -23.36% growth in 1 year."
27-03-2017,Reliance Power Ltd.,Purchase,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Block,48,95105324,0.025,RPOWER.NS,26-04-2017,25-06-2017,27-03-2018,3.15,-14.71,-22.48,"Reliance Group purchased 95105324 shares of Reliance Power Ltd. in their RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED fund on BSE for the price of 48.0 . This was a Block deal and after this purchase, the stock showed 3.15% growth in 1 month, -14.71% growth in 3 months and -22.48% growth in 1 year."
29-03-2017,Aurionpro Solutions Ltd.,Purchase,Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,NSE,Bulk,120,858000,0.0346,AURIONPRO.NS,28-04-2017,27-06-2017,29-03-2018,6.21,4.39,75.59,"Reliance Group purchased 858000 shares of Aurionpro Solutions Ltd. in their RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD fund on NSE for the price of 120.0 . This was a Bulk deal and after this purchase, the stock showed 6.21% growth in 1 month, 4.39% growth in 3 months and 75.59% growth in 1 year."
29-03-2017,Emco Ltd.,Purchase,Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,NSE,Bulk,27.3,1943000,0.0286,-,28-04-2017,27-06-2017,29-03-2018,,,,"Reliance Group purchased 1943000 shares of Emco Ltd. in their RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD fund on NSE for the price of 27.3 . This was a Bulk deal and after this purchase, the stock showed nan% growth in 1 month, nan% growth in 3 months and nan% growth in 1 year."
29-03-2017,Kinetic Engineering Ltd.,Purchase,Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,BSE,Bulk,73.25,715000,0.0323,KINETICENG.BO,28-04-2017,27-06-2017,29-03-2018,9.35,26.47,-5.93,"Reliance Group purchased 715000 shares of Kinetic Engineering Ltd. in their RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD fund on BSE for the price of 73.25 . This was a Bulk deal and after this purchase, the stock showed 9.35% growth in 1 month, 26.47% growth in 3 months and -5.93% growth in 1 year."
29-03-2017,Man Infraconstruction Ltd.,Purchase,Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,NSE,Bulk,42.5,2800000,0.0075,MANINFRA.NS,28-04-2017,27-06-2017,29-03-2018,39.91,35.12,17.04,"Reliance Group purchased 2800000 shares of Man Infraconstruction Ltd. in their RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD fund on NSE for the price of 42.5 . This was a Bulk deal and after this purchase, the stock showed 39.91% growth in 1 month, 35.12% growth in 3 months and 17.04% growth in 1 year."
29-03-2017,Mangalore Chemicals & Fertilizers Ltd.,Purchase,Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,NSE,Bulk,57.87,5885000,0.0497,MANGCHEFER.NS,28-04-2017,27-06-2017,29-03-2018,32.58,25.28,5.13,"Reliance Group purchased 5885000 shares of Mangalore Chemicals & Fertilizers Ltd. in their RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD fund on NSE for the price of 57.87 . This was a Bulk deal and after this purchase, the stock showed 32.58% growth in 1 month, 25.28% growth in 3 months and 5.13% growth in 1 year."
29-03-2017,Saregama India Ltd.,Purchase,Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,NSE,Bulk,242.74,1188000,0.0062,SAREGAMA.NS,28-04-2017,27-06-2017,29-03-2018,-1.38,4.35,170.15,"Reliance Group purchased 1188000 shares of Saregama India Ltd. in their RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD fund on NSE for the price of 242.74 . This was a Bulk deal and after this purchase, the stock showed -1.38% growth in 1 month, 4.35% growth in 3 months and 170.15% growth in 1 year."
29-03-2017,Ventura Textiles Ltd.,Purchase,Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,BSE,Bulk,5.25,321875,0.0165,VENTURA.BO,28-04-2017,27-06-2017,29-03-2018,5.45,-9.31,-25.48,"Reliance Group purchased 321875 shares of Ventura Textiles Ltd. in their RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD fund on BSE for the price of 5.25 . This was a Bulk deal and after this purchase, the stock showed 5.45% growth in 1 month, -9.31% growth in 3 months and -25.48% growth in 1 year."
30-03-2017,Prime Focus Ltd.,Purchase,Reliance Group,RELIANCE MEDIAWORKS FINANCIAL SERVICES PRIVATE LIMITED,NSE,Block,84.5,209878722,0.7,PFOCUS.NS,29-04-2017,28-06-2017,30-03-2018,22.92,24.87,-0.53,"Reliance Group purchased 209878722 shares of Prime Focus Ltd. in their RELIANCE MEDIAWORKS FINANCIAL SERVICES PRIVATE LIMITED fund on NSE for the price of 84.5 . This was a Block deal and after this purchase, the stock showed 22.92% growth in 1 month, 24.87% growth in 3 months and -0.53% growth in 1 year."
07-04-2017,Kajaria Ceramics Ltd.,Purchase,Franklin India Group,FRANKLIN TEMPLETON INVESTMENT FUND,NSE,Bulk,600,2240000,0.0141,KAJARIACER.NS,07-05-2017,06-07-2017,07-04-2018,9.68,9.83,-7.33,"Franklin India Group purchased 2240000 shares of Kajaria Ceramics Ltd. in their FRANKLIN TEMPLETON INVESTMENT FUND fund on NSE for the price of 600.0 . This was a Bulk deal and after this purchase, the stock showed 9.68% growth in 1 month, 9.83% growth in 3 months and -7.33% growth in 1 year."
10-04-2017,Somany Ceramics Ltd.,Purchase,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,680,1425000,0.0348,SOMANYCERA.NS,10-05-2017,09-07-2017,10-04-2018,15.09,13.4,0.52,"Franklin India Group purchased 1425000 shares of Somany Ceramics Ltd. in their FRANKLIN TEMPLETON MUTUAL FUND fund on NSE for the price of 680.0 . This was a Bulk deal and after this purchase, the stock showed 15.09% growth in 1 month, 13.4% growth in 3 months and 0.52% growth in 1 year."
17-04-2017,Tarmat Ltd.,Purchase,Franklin India Group,TEMPLETON STOCKGROWTH PRIVATE LIMITED,NSE,Bulk,61.08,71937,0.0034,TARMAT.NS,17-05-2017,16-07-2017,17-04-2018,-20.46,-39.44,-3.73,"Franklin India Group purchased 71937 shares of Tarmat Ltd. in their TEMPLETON STOCKGROWTH PRIVATE LIMITED fund on NSE for the price of 61.08 . This was a Bulk deal and after this purchase, the stock showed -20.46% growth in 1 month, -39.44% growth in 3 months and -3.73% growth in 1 year."
